Product_Name,Price_Cleaned,Rating_Numeric,Product_Name_Upper,Product_Name_Lower,Product_ID
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,"THE SANDMAN, VOL. 1: PRELUDES AND NOCTURNES (THE SANDMAN (VOLUMES) #1)","the sandman, vol. 1: preludes and nocturnes (the sandman (volumes) #1)",PROD1921
The Republic,33.78,3,THE REPUBLIC,the republic,PROD1922
The Odyssey,29.64,3,THE ODYSSEY,the odyssey,PROD1923
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,THE NO. 1 LADIES' DETECTIVE AGENCY (NO. 1 LADIES' DETECTIVE AGENCY #1),the no. 1 ladies' detective agency (no. 1 ladies' detective agency #1),PROD1924
The Nicomachean Ethics,36.34,1,THE NICOMACHEAN ETHICS,the nicomachean ethics,PROD1925
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,THE NAME OF THE WIND (THE KINGKILLER CHRONICLE #1),the name of the wind (the kingkiller chronicle #1),PROD1926
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,THE MIRROR & THE MAZE (THE WRATH AND THE DAWN #1.5),the mirror & the maze (the wrath and the dawn #1.5),PROD1927
The Little Prince,45.42,2,THE LITTLE PRINCE,the little prince,PROD1928
The Light of the Fireflies,54.43,1,THE LIGHT OF THE FIREFLIES,the light of the fireflies,PROD1929
The Last Girl (The Dominion Trilogy #1),36.26,2,THE LAST GIRL (THE DOMINION TRILOGY #1),the last girl (the dominion trilogy #1),PROD1930
The Iliad,16.16,1,THE ILIAD,the iliad,PROD1931
The Hook Up (Game On #1),36.29,5,THE HOOK UP (GAME ON #1),the hook up (game on #1),PROD1932
The Haters,27.89,5,THE HATERS,the haters,PROD1933
The Girl You Lost,12.29,5,THE GIRL YOU LOST,the girl you lost,PROD1934
The Girl In The Ice (DCI Erika Foster #1),15.85,3,THE GIRL IN THE ICE (DCI ERIKA FOSTER #1),the girl in the ice (dci erika foster #1),PROD1935
The End of the Jesus Era (An Investigation #1),14.4,1,THE END OF THE JESUS ERA (AN INVESTIGATION #1),the end of the jesus era (an investigation #1),PROD1936
The Edge of Reason (Bridget Jones #2),19.18,4,THE EDGE OF REASON (BRIDGET JONES #2),the edge of reason (bridget jones #2),PROD1937
The Complete Maus (Maus #1-2),10.64,3,THE COMPLETE MAUS (MAUS #1-2),the complete maus (maus #1-2),PROD1938
The Communist Manifesto,14.76,3,THE COMMUNIST MANIFESTO,the communist manifesto,PROD1939
The Bhagavad Gita,57.49,3,THE BHAGAVAD GITA,the bhagavad gita,PROD1940
The Bette Davis Club,30.66,3,THE BETTE DAVIS CLUB,the bette davis club,PROD1941
The Art of Not Breathing,40.83,4,THE ART OF NOT BREATHING,the art of not breathing,PROD1942
Taking Shots (Assassins #1),18.88,2,TAKING SHOTS (ASSASSINS #1),taking shots (assassins #1),PROD1943
Starlark,25.83,3,STARLARK,starlark,PROD1944
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,"SKIP BEAT!, VOL. 01 (SKIP BEAT! #1)","skip beat!, vol. 01 (skip beat! #1)",PROD1945
Sister Sable (The Mad Queen #1),13.33,3,SISTER SABLE (THE MAD QUEEN #1),sister sable (the mad queen #1),PROD1946
Shatter Me (Shatter Me #1),42.4,1,SHATTER ME (SHATTER ME #1),shatter me (shatter me #1),PROD1947
Shameless,58.35,3,SHAMELESS,shameless,PROD1948
Shadow Rites (Jane Yellowrock #10),21.72,4,SHADOW RITES (JANE YELLOWROCK #10),shadow rites (jane yellowrock #10),PROD1949
Settling the Score (The Summer Games #1),44.91,2,SETTLING THE SCORE (THE SUMMER GAMES #1),settling the score (the summer games #1),PROD1950
Sense and Sensibility,37.46,1,SENSE AND SENSIBILITY,sense and sensibility,PROD1951
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,"SAGA, VOLUME 1 (SAGA (COLLECTED EDITIONS) #1)","saga, volume 1 (saga (collected editions) #1)",PROD1952
"Rhythm, Chord & Malykhin",28.34,2,"RHYTHM, CHORD & MALYKHIN","rhythm, chord & malykhin",PROD1953
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,"RAT QUEENS, VOL. 1: SASS & SORCERY (RAT QUEENS (COLLECTED EDITIONS) #1-5)","rat queens, vol. 1: sass & sorcery (rat queens (collected editions) #1-5)",PROD1954
Paradise Lost (Paradise #1),24.96,1,PARADISE LOST (PARADISE #1),paradise lost (paradise #1),PROD1955
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,"PAPER GIRLS, VOL. 1 (PAPER GIRLS #1-5)","paper girls, vol. 1 (paper girls #1-5)",PROD1956
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,"OURAN HIGH SCHOOL HOST CLUB, VOL. 1 (OURAN HIGH SCHOOL HOST CLUB #1)","ouran high school host club, vol. 1 (ouran high school host club #1)",PROD1957
Origins (Alphas 0.5),28.99,1,ORIGINS (ALPHAS 0.5),origins (alphas 0.5),PROD1958
One Second (Seven #7),52.94,2,ONE SECOND (SEVEN #7),one second (seven #7),PROD1959
On the Road (Duluoz Legend),32.36,3,ON THE ROAD (DULUOZ LEGEND),on the road (duluoz legend),PROD1960
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,OLD RECORDS NEVER DIE: ONE MAN'S QUEST FOR HIS VINYL AND HIS PAST,old records never die: one man's quest for his vinyl and his past,PROD1961
Off Sides (Off #1),39.45,5,OFF SIDES (OFF #1),off sides (off #1),PROD1962
Of Mice and Men,47.11,2,OF MICE AND MEN,of mice and men,PROD1963
Myriad (Prentor #1),58.75,4,MYRIAD (PRENTOR #1),myriad (prentor #1),PROD1964
My Perfect Mistake (Over the Top #1),38.92,2,MY PERFECT MISTAKE (OVER THE TOP #1),my perfect mistake (over the top #1),PROD1965
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,"MS. MARVEL, VOL. 1: NO NORMAL (MS. MARVEL (2014-2015) #1)","ms. marvel, vol. 1: no normal (ms. marvel (2014-2015) #1)",PROD1966
Meditations,25.89,2,MEDITATIONS,meditations,PROD1967
Matilda,28.34,1,MATILDA,matilda,PROD1968
Lost Among the Living,27.7,4,LOST AMONG THE LIVING,lost among the living,PROD1969
Lord of the Flies,24.89,3,LORD OF THE FLIES,lord of the flies,PROD1970
Listen to Me (Fusion #1),58.99,3,LISTEN TO ME (FUSION #1),listen to me (fusion #1),PROD1971
Kitchens of the Great Midwest,57.2,5,KITCHENS OF THE GREAT MIDWEST,kitchens of the great midwest,PROD1972
Jane Eyre,38.43,5,JANE EYRE,jane eyre,PROD1973
Imperfect Harmony,34.74,4,IMPERFECT HARMONY,imperfect harmony,PROD1974
Icing (Aces Hockey #2),40.44,4,ICING (ACES HOCKEY #2),icing (aces hockey #2),PROD1975
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,"HAWKEYE, VOL. 1: MY LIFE AS A WEAPON (HAWKEYE #1)","hawkeye, vol. 1: my life as a weapon (hawkeye #1)",PROD1976
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,HAVING THE BARBARIAN'S BABY (ICE PLANET BARBARIANS #7.5),having the barbarian's baby (ice planet barbarians #7.5),PROD1977
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,"GIANT DAYS, VOL. 1 (GIANT DAYS #1-4)","giant days, vol. 1 (giant days #1-4)",PROD1978
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,"FRUITS BASKET, VOL. 1 (FRUITS BASKET #1)","fruits basket, vol. 1 (fruits basket #1)",PROD1979
Frankenstein,38.0,2,FRANKENSTEIN,frankenstein,PROD1980
Forever Rockers (The Rocker #12),28.8,3,FOREVER ROCKERS (THE ROCKER #12),forever rockers (the rocker #12),PROD1981
Fighting Fate (Fighting #6),39.24,3,FIGHTING FATE (FIGHTING #6),fighting fate (fighting #6),PROD1982
Emma,32.93,2,EMMA,emma,PROD1983
"Eat, Pray, Love",51.32,3,"EAT, PRAY, LOVE","eat, pray, love",PROD1984
Deep Under (Walker Security #1),47.09,5,DEEP UNDER (WALKER SECURITY #1),deep under (walker security #1),PROD1985
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,CHOOSING OUR RELIGION: THE SPIRITUAL LIVES OF AMERICA'S NONES,choosing our religion: the spiritual lives of america's nones,PROD1986
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,CHARLIE AND THE CHOCOLATE FACTORY (CHARLIE BUCKET #1),charlie and the chocolate factory (charlie bucket #1),PROD1987
Charity's Cross (Charles Towne Belles #4),41.24,1,CHARITY'S CROSS (CHARLES TOWNE BELLES #4),charity's cross (charles towne belles #4),PROD1988
Bright Lines,39.07,5,BRIGHT LINES,bright lines,PROD1989
Bridget Jones's Diary (Bridget Jones #1),29.82,1,BRIDGET JONES'S DIARY (BRIDGET JONES #1),bridget jones's diary (bridget jones #1),PROD1990
Bounty (Colorado Mountain #7),37.26,4,BOUNTY (COLORADO MOUNTAIN #7),bounty (colorado mountain #7),PROD1991
Blood Defense (Samantha Brinkman #1),20.3,3,BLOOD DEFENSE (SAMANTHA BRINKMAN #1),blood defense (samantha brinkman #1),PROD1992
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,"BLEACH, VOL. 1: STRAWBERRY AND THE SOUL REAPERS (BLEACH #1)","bleach, vol. 1: strawberry and the soul reapers (bleach #1)",PROD1993
Beyond Good and Evil,43.38,1,BEYOND GOOD AND EVIL,beyond good and evil,PROD1994
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,ALICE IN WONDERLAND (ALICE'S ADVENTURES IN WONDERLAND #1),alice in wonderland (alice's adventures in wonderland #1),PROD1995
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,"AJIN: DEMI-HUMAN, VOLUME 1 (AJIN: DEMI-HUMAN #1)","ajin: demi-human, volume 1 (ajin: demi-human #1)",PROD1996
A Spy's Devotion (The Regency Spies of London #1),16.97,5,A SPY'S DEVOTION (THE REGENCY SPIES OF LONDON #1),a spy's devotion (the regency spies of london #1),PROD1997
1st to Die (Women's Murder Club #1),53.98,1,1ST TO DIE (WOMEN'S MURDER CLUB #1),1st to die (women's murder club #1),PROD1998
"1,000 Places to See Before You Die",26.08,5,"1,000 PLACES TO SEE BEFORE YOU DIE","1,000 places to see before you die",PROD1999
